"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"	"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"
"LOC407835"	25	4	8	11	9	16	1	17	27	68
"LOC415056"	0	0	0	1	3	2	1	0	0	0
"LOC439949"	0	2	0	554	519	491	370	0	365	0
"LOC439990"	1	0	3	12	28	11	9	36	75	52
"LOC439994"	69	20	8	117	96	124	39	180	112	226
"LOC440028"	45	9	26	13	10	13	10	21	9	18
"LOC440040"	0	0	0	0	0	0	0	0	0	1
"LOC440041"	0	0	0	0	0	0	0	0	0	0
"LOC440104"	610	282	224	564	573	613	313	703	343	884
"LOC440117"	0	0	0	0	0	0	0	0	0	0
"LOC440131"	0	0	0	0	0	0	0	0	0	0
"LOC440173"	4	0	0	136	164	152	134	183	5	131
"LOC440288"	560	176	268	217	206	227	125	378	136	400
"LOC440297"	4	0	0	2	1	1	0	0	1	2
"LOC440300"	79	45	50	171	193	272	74	150	38	218
"LOC440335"	2	0	0	1	4	4	2	1017	36	1141
"LOC440354"	86	59	68	77	107	92	79	138	63	39
"LOC440356"	12	7	4	10	14	12	7	1	5	0
"LOC440419"	0	0	0	0	0	0	0	0	0	0
"LOC440434"	484	303	223	368	288	263	243	284	217	184
"LOC440461"	2	0	1	2	0	0	0	17	0	30
"LOC440518"	0	0	0	0	0	0	0	1	0	0
"LOC440563"	0	0	0	0	0	0	0	0	0	0
"LOC440600"	8	6	9	10	9	19	10	14	10	14
"LOC440700"	0	0	0	0	1	1	0	0	0	1
"LOC440704"	0	0	0	0	0	0	0	0	0	0
"LOC440895"	0	0	0	0	0	0	0	0	0	0
"LOC440896"	18	9	3	0	3	4	0	0	0	0
"LOC440900"	0	3	0	0	0	0	0	2	2	1
"LOC440905"	20	13	4	373	341	342	179	146	1	146
"LOC440910"	0	1	0	40	39	55	15	12	0	29
"LOC440925"	0	0	0	1	0	1	0	1	1	2
"LOC440944"	504	276	313	254	325	318	264	603	206	301
"LOC440970"	0	1	0	0	0	0	0	1	0	1
"LOC441009"	0	0	0	0	0	0	0	0	1	0
"LOC441025"	0	0	0	0	0	0	0	0	0	0
"LOC441177"	0	0	0	0	0	0	0	0	0	0
"LOC441204"	0	3	0	10	18	20	9	2	0	5
"LOC441242"	9	3	2	9	5	7	3	7	0	17
"LOC441454"	19	29	39	26	32	37	21	60	24	38
"LOC441455"	0	0	0	21	25	17	8	12	0	1
"LOC441461"	22	14	10	5	9	10	5	28	5	3
"LOC441495"	0	0	0	0	0	0	0	0	0	0
"LOC441601"	1	0	0	0	1	0	0	0	0	0
"LOC441617"	1	0	0	35	62	45	14	11	8	8
"LOC441666"	84	3	134	2	3	1	2	7	127	1
"LOC442028"	1	3	0	0	0	0	0	0	0	0
"LOC442132"	1	0	2	11	16	20	5	0	0	0
"LOC442421"	30	15	24	2	0	0	0	72	17	85
"LOC442459"	3	0	0	1	3	1	2	4	0	1
"LOC442497"	0	2	0	39	34	46	28	0	2	0
"LOC493754"	475	228	243	508	548	498	364	528	577	692
"LOC494127"	1	0	0	0	0	0	0	2	0	0
"LOC494141"	0	0	0	0	0	0	0	2	4	0
"LOC494558"	0	0	0	4	1	1	3	0	1	0
"LOC503519"	0	0	0	0	0	0	0	0	0	0
"LOC541471"	54	28	15	82	117	95	40	1233	1859	1255
"LOC541473"	21	18	17	8	17	16	8	18	17	23
"LOC550112"	378	278	246	240	227	270	183	263	521	281
"LOC550643"	1166	577	432	939	1014	975	616	1442	1465	1091
"LOC553103"	5	4	1	4	8	11	6	15	14	2
"LOC554201"	0	0	0	0	0	0	0	0	0	0
"LOC554206"	65	71	41	44	33	34	25	92	13	140
"LOC554223"	1	1	1	4	8	4	2	1	59	1
"LOC572558"	0	0	2	0	1	1	0	1	4	1
"LOC574538"	0	0	0	5	1	3	1	0	1	0
"LOC595101"	34	30	13	51	50	45	8	90	29	85
"LOC606724"	4	0	3	0	0	0	0	0	2	0
"LOC613037"	289	189	102	759	686	604	268	522	154	757
"LOC613038"	0	0	0	0	0	0	0	0	0	0
"LOC619207"	136	27	85	8	10	18	7	78	28	104
"LOC63930"	81	77	32	0	0	1	0	2	0	1
"LOC641298"	218	343	291	72	74	48	18	213	117	164
"LOC641364"	4	7	4	5	3	2	8	0	6	1
"LOC641365"	0	0	0	0	0	0	0	0	0	0
"LOC641367"	19	16	32	7	3	9	4	22	3	11
"LOC641467"	1	9	7	20	20	25	24	18	7	6
"LOC641515"	1	2	2	4	15	14	6	21	0	14
"LOC641518"	3	0	2	1	1	1	1	0	0	0
"LOC641746"	0	0	0	0	0	0	0	2	1	0
"LOC642236"	95	21	84	11	7	5	10	65	53	17
"LOC642361"	147	24	31	85	117	105	47	162	71	171
"LOC642587"	0	0	0	77	165	146	67	280	5729	102
"LOC642826"	0	0	0	0	0	0	0	0	0	0
"LOC642846"	403	120	175	634	716	731	278	379	166	725
"LOC642852"	405	250	160	877	963	1035	501	2764	707	3306
"LOC642924"	0	0	1	2	3	5	5	2	0	2
"LOC642929"	0	0	0	0	0	0	0	0	0	0
"LOC643037"	0	0	0	0	0	0	0	0	0	0
"LOC643201"	7	0	2	7	19	10	3	11	5	8
"LOC643339"	4	0	0	0	2	5	0	0	2	0
"LOC643387"	2	0	2	3	2	2	2	1	2	1
"LOC643401"	103	55	76	295	236	325	301	13	0	8
"LOC643406"	38	23	27	14	26	28	14	32	19	8
"LOC643441"	3	0	0	0	0	0	0	1	0	0
"LOC643486"	0	0	0	0	0	0	0	0	0	0
"LOC643529"	0	11	0	0	1	0	0	319	2	134
"LOC643542"	2	0	0	0	2	0	0	0	0	2
"LOC643623"	1	1	1	22	18	24	14	8	1	3
"LOC643650"	0	0	0	2	0	2	2	59	210	42
"LOC643669"	21	19	10	22	28	38	7	13	1	26
"LOC643714"	0	0	0	0	0	0	0	0	0	0
"LOC643719"	3	0	0	7	6	10	0	4	8	8
"LOC643723"	20	7	6	0	3	2	1	0	6	0
"LOC643733"	0	1	0	0	0	0	0	0	0	0
"LOC643770"	6	4	1	9	7	8	4	4	1	4
"LOC643802"	0	0	0	0	0	0	0	2	0	3
"LOC643837"	774	107	210	188	204	167	94	233	324	233
"LOC643923"	0	0	0	0	0	3	1	0	0	0
"LOC643955"	0	0	0	0	0	0	0	0	0	0
"LOC643988"	192	44	29	760	1044	1033	350	1970	642	4197
"LOC644100"	0	1	1	0	0	0	0	0	0	0
"LOC644145"	0	0	0	1	0	0	0	0	0	0
"LOC644172"	0	0	0	87	161	148	57	0	0	2
"LOC644189"	0	0	0	3	2	0	0	0	0	0
"LOC644242"	0	0	0	13	10	11	19	2	14	0
"LOC644246"	30	13	19	16	36	26	10	51	25	41
"LOC644554"	0	0	0	65	58	68	35	0	0	0
"LOC644649"	0	0	0	0	0	0	0	0	0	0
"LOC644656"	103	38	41	57	36	35	53	108	22	62
"LOC644669"	1	0	0	0	0	0	0	0	0	0
"LOC644714"	4	0	6	16	25	18	12	4	0	4
"LOC644838"	0	0	0	0	0	2	0	1	0	0
"LOC644936"	20	1	11	4	2	11	4	11	16	13
"LOC644961"	127	64	76	63	45	48	50	76	41	80
"LOC645166"	134	24	48	15	16	13	5	152	158	200
"LOC645206"	0	1	0	48	58	60	30	0	0	0
"LOC645212"	181	166	142	226	259	253	166	184	195	147
"LOC645249"	52	31	16	0	1	1	3	203	39	406
"LOC645355"	0	0	0	0	0	0	0	0	0	0
"LOC645431"	57	20	8	6	8	15	3	101	4	69
"LOC645434"	2	0	0	2	1	1	2	0	0	0
"LOC645513"	176	132	71	193	150	182	115	200	76	175
"LOC645591"	0	0	1	0	0	0	0	0	0	0
"LOC645638"	3	4	1	8	16	8	9	8	3	7
"LOC645676"	250	107	84	144	144	139	70	212	70	268
"LOC645752"	0	0	0	52	59	86	25	0	1	0
"LOC645781"	8	4	0	40	73	84	24	53	16	159
"LOC645949"	3	0	1	0	0	0	0	1	0	0
"LOC646096"	0	0	0	0	0	0	0	1	0	0
"LOC646168"	0	0	0	0	0	0	0	0	0	0
"LOC646214"	424	216	383	446	214	162	197	507	113	185
"LOC646268"	1	0	1	0	0	0	0	1	80	0
"LOC646278"	0	0	1	24	18	22	19	5	8	7
"LOC646324"	1	0	0	5	5	8	4	58	11	16
"LOC646329"	164	153	89	4	12	4	3	12	61	18
"LOC646471"	388	270	178	81	67	73	40	151	138	220
"LOC646498"	0	0	0	0	0	0	0	0	0	0
"LOC646508"	1	0	0	22	27	19	9	0	0	0
"LOC646576"	0	1	2	5	3	7	3	1	28	0
"LOC646627"	1	0	0	0	0	0	0	0	0	0
"LOC646743"	0	0	0	0	0	0	0	0	0	0
"LOC646762"	8	1	4	300	296	278	194	617	256	549
"LOC646813"	0	0	0	0	0	0	0	0	0	0
"LOC646851"	32	28	29	288	239	229	188	156	69	82
"LOC646862"	0	0	0	3	3	8	1	1	1	6
"LOC646903"	4	3	5	61	47	56	45	129	16	72
"LOC646938"	1	0	0	0	0	2	0	1	0	0
"LOC646999"	6	1	1	7	3	0	1	4	9	2
"LOC647012"	1	0	0	0	1	1	0	6	3	0
"LOC647107"	0	0	0	0	0	0	0	0	0	0
"LOC647323"	3	2	1	2	0	0	0	1	0	1
"LOC647589"	0	0	0	0	0	0	0	0	0	0
"LOC647859"	2	1	4	1	1	0	1	7	1	2
"LOC647946"	0	0	0	50	52	41	36	79	48	46
"LOC647979"	4211	3488	2496	7727	7114	7662	5859	13453	15398	6924
"LOC648691"	0	0	0	0	0	0	0	0	0	2
"LOC648740"	15	5	5	4	6	6	3	3	1	0
"LOC648809"	11	8	5	5	2	4	1	4	0	1
"LOC648987"	156	101	62	10	16	9	10	284	13	262
"LOC649133"	0	0	1	0	0	0	0	0	0	0
"LOC649330"	0	0	0	0	0	0	0	0	0	0
"LOC649395"	3	1	2	0	0	0	0	3	0	0
"LOC650226"	0	0	0	1	2	2	0	0	0	1
"LOC650293"	0	0	0	0	0	0	0	0	0	0
"LOC650368"	0	0	0	3869	3345	3627	2136	0	0	0
"LOC650623"	98	118	51	339	246	306	136	167	196	272
"LOC650794"	53	11	33	82	87	86	44	140	114	162
"LOC652276"	217	172	139	340	328	361	168	299	221	368
"LOC653061"	8	3	3	49	54	45	22	88	45	34
"LOC653075"	13	5	4	135	105	161	77	68	48	21
"LOC653160"	57	41	26	32	31	26	11	25	17	32
"LOC653486"	0	0	0	0	0	0	0	0	0	0
"LOC653501"	4	0	0	4	1	3	0	2	3	0
"LOC653513"	5	2	3	0	0	2	1	2	6	1
"LOC653550"	0	0	0	0	0	0	0	0	0	0
"LOC653566"	32	1	10	9	16	12	83	40	39	21
"LOC653653"	45	11	31	71	48	68	229	31	17	3
"LOC653712"	15	14	9	11	18	15	11	30	5	29
"LOC653786"	3	2	2	1	6	3	2	1	6	1
"LOC654342"	125	18	45	8	11	8	5	231	130	335
"LOC654433"	210	0	98	0	3	1	2	752	16	769
"LOC678655"	275	205	135	56	91	98	40	736	125	881
"LOC723809"	3	1	0	0	0	0	0	8	0	5
"LOC727677"	0	1	0	0	0	0	0	0	1	0
"LOC727710"	0	3	1	0	5	2	0	2	1	6
"LOC727849"	1	1	1	2	8	9	3	1	2	9
"LOC727896"	8	5	11	3	7	6	9	13	6	2
"LOC727924"	0	0	0	0	0	0	0	0	0	0
"LOC727982"	0	0	0	1	0	1	0	0	0	0
"LOC728012"	0	0	0	0	0	0	0	0	0	0
"LOC728024"	36	14	30	21	15	12	15	12	19	3
"LOC728066"	0	0	0	0	0	0	0	0	0	0
"LOC728084"	2	0	1	3	3	3	3	0	2	0
"LOC728175"	1252	1180	890	5	7	7	3	0	1	2
"LOC728190"	131	96	55	166	155	139	106	188	316	146
"LOC728228"	0	0	0	1	0	2	0	0	0	0
"LOC728323"	37	22	18	23	9	5	8	88	66	57
"LOC728369"	0	0	0	0	0	0	0	0	0	0
"LOC728373"	0	0	0	0	0	0	0	0	0	0
"LOC728377"	7	27	1	164	133	149	68	141	148	189
"LOC728379"	0	0	0	0	0	0	0	0	0	0
"LOC728392"	129	88	35	172	276	243	116	34	30	20
"LOC728393"	0	0	0	0	0	0	0	0	0	0
"LOC728400"	0	0	0	0	0	0	0	0	0	0
"LOC728405"	0	0	0	0	0	0	0	0	0	0
"LOC728407"	96	85	77	146	118	126	106	101	47	63
"LOC728431"	25	6	9	19	26	24	18	143	100	154
"LOC728537"	36	43	20	11	13	17	16	18	4	21
"LOC728554"	272	267	98	376	350	301	255	1692	1251	1185
"LOC728558"	49	43	48	2	1	4	2	11	11	10
"LOC728606"	0	0	2	4	4	4	0	2	1	1
"LOC728613"	173	95	116	149	172	214	129	289	38	233
"LOC728622"	4	0	5	1	0	3	0	1	1	3
"LOC728640"	7	8	8	0	1	0	7	8	6	0
"LOC728643"	10	2	5	13	10	21	3	228	1813	101
"LOC728716"	0	0	0	0	0	0	0	0	0	0
"LOC728723"	4	2	3	24	32	32	17	24	1	12
"LOC728724"	5	1	6	0	0	0	0	0	0	0
"LOC728730"	87	82	47	28	46	35	20	107	75	49
"LOC728739"	70	40	46	18	43	35	10	32	0	41
"LOC728743"	244	114	68	1141	1274	1219	536	156	84	170
"LOC728752"	80	31	24	110	97	90	32	123	60	131
"LOC728758"	23	19	37	10	16	11	10	4	7	8
"LOC728819"	2	2	0	2	1	3	1	83	11	55
"LOC728855"	35	10	9	49	17	9	5	60	34	8
"LOC728875"	0	1	2	0	1	2	2	7	2	0
"LOC728978"	0	0	0	24	21	18	9	37	42	16
"LOC728989"	4	3	2	15	13	20	5	10	18	19
"LOC729013"	289	101	123	37	50	41	20	197	472	78
"LOC729020"	2	0	4	4	8	2	1	4	9	7
"LOC729059"	1	0	3	0	0	1	1	0	1	0
"LOC729080"	0	0	0	5	3	5	5	1	0	1
"LOC729082"	1890	1188	1174	2260	1917	2019	1736	1640	1778	724
"LOC729121"	0	0	0	0	0	0	0	0	0	0
"LOC729156"	2	0	1	3	0	1	0	7	3	11
"LOC729176"	4	2	0	2	0	1	1	1	6	2
"LOC729177"	2	3	5	7	13	23	6	2	0	0
"LOC729178"	2	3	2	1	8	3	2	22	9	17
"LOC729234"	115	63	62	80	131	109	39	137	19	83
"LOC729264"	0	0	0	0	0	0	0	0	6	0
"LOC729444"	13	10	3	6	3	2	1	2	0	8
"LOC729506"	1	0	2	0	0	1	0	0	0	0
"LOC729513"	159	96	57	151	162	157	78	230	97	330
"LOC729603"	83	23	54	70	54	52	31	102	17	86
"LOC729609"	1	0	1	0	1	0	1	0	0	0
"LOC729668"	1	0	0	3	1	5	1	1	1	8
"LOC729678"	1110	768	560	298	383	372	136	1500	464	1945
"LOC729737"	648	167	332	1826	1891	1852	760	588	40	1002
"LOC729739"	0	0	0	8	5	2	10	0	0	1
"LOC729799"	79	21	39	13	21	20	10	52	43	67
"LOC729852"	240	219	177	206	171	173	161	728	494	376
"LOC729862"	0	0	0	0	0	0	0	0	0	0
"LOC729911"	0	0	0	0	0	0	0	0	0	0
"LOC729950"	0	0	0	0	0	0	0	0	1	0
"LOC729966"	0	0	0	5	8	6	0	0	2	2
"LOC729970"	58	15	24	94	133	136	79	3	13	0
"LOC730091"	84	37	55	12	7	14	8	487	157	320
"LOC730101"	498	260	250	380	436	371	276	315	16	198
"LOC730102"	0	2	0	86	60	90	54	75	514	40
"LOC730159"	0	0	0	0	0	0	0	0	0	0
"LOC730227"	42	12	24	0	0	0	0	6	0	3
"LOC730441"	0	0	0	0	0	0	0	0	0	0
"LOC730668"	0	0	0	0	1	1	0	16	1	13
"LOC730755"	1	0	0	0	0	0	0	0	168	0
"LOC730811"	0	0	0	0	0	0	0	0	0	0
"LOC731223"	0	0	0	1	0	1	5	5	6	5
"LOC731275"	611	169	224	677	719	765	254	476	128	592
"LOC731424"	80	7	22	1	1	1	0	1	0	0
"LOC731779"	0	0	0	0	0	0	0	0	0	0
"LOC731789"	2	1	2	5	6	6	5	0	0	0
"LOC732275"	1	0	0	1	0	1	0	0	0	1
"LOC79015"	26	42	18	0	0	3	2	5	0	11
"LOC80054"	0	3	1	67	128	111	50	180	34	141
"LOC81691"	583	269	300	196	222	182	116	625	337	685
"LOC84856"	2	2	0	0	0	0	0	5	509	2
"LOC84931"	0	0	0	0	0	0	0	0	0	0
"LOC84989"	6	14	5	7	10	5	7	19	33	35
"LOC90246"	0	0	0	0	0	0	0	5	1	1
"LOC90499"	3	0	3	0	2	1	0	3	0	2
"LOC90784"	464	156	153	814	644	643	412	1248	1121	1119
"LOC90834"	122	64	88	87	86	95	50	50	21	51
"LOC91149"	0	0	3	2	1	5	2	1	0	0
"LOC91450"	11	8	2	4	4	7	4	7	3	8
"LOC91948"	9	3	1	6	6	9	2	9	4	8
"LOC92249"	485	241	147	953	889	868	574	622	397	663
"LOC92659"	101	13	28	101	123	112	42	133	134	164
"LOC93432"	0	0	0	0	0	0	0	0	1	0
"LOC93622"	216	136	103	592	648	576	367	1841	418	977
"LOC96610"	727	251	425	237	289	240	198	450	645	303
"LOH12CR1"	330	228	125	226	233	227	109	172	339	235
"LOH12CR2"	19	16	7	5	9	11	12	13	10	1
"LONP1"	7437	2253	1512	7021	8235	7592	2824	4018	5452	9057
"LONP2"	3117	1743	1603	1003	883	1025	578	2867	4699	3118
"LONRF1"	651	456	438	1303	1121	1038	1003	634	380	315
"LONRF2"	7	4	0	109	114	107	57	1912	1	2751
"LONRF3"	13	1	7	1	2	2	1	40	6	37
"LOR"	11	2	1	3	0	2	1	0	0	0
"LOX"	49	9	19	64	58	54	61	58	1398	26
"LOXHD1"	0	0	0	2	11	9	0	0	0	0
"LOXL1"	0	0	0	315	503	458	81	6807	765	11827
"LOXL2"	22	10	5	2885	3579	3513	1419	1467	16853	2866
"LOXL3"	1398	166	626	922	1025	902	393	188	81	521
"LOXL4"	32	6	18	24	29	26	12	223	2	295
"LPA"	3	2	3	0	0	1	0	0	0	0
"LPAL2"	8	12	3	24	29	37	15	3	4	12
"LPAR1"	56	8	35	88	87	106	51	226	1410	89
"LPAR2"	731	175	188	1522	1673	1539	562	2500	986	4755
"LPAR3"	3	1	4	625	547	573	278	5	1137	0
"LPAR4"	5	1	1	310	248	258	277	1	0	0
"LPAR5"	193	151	71	16	19	15	5	59	16	98
"LPAR6"	33	14	26	12	20	7	13	19	318	5
"LPCAT1"	7586	3167	2395	11265	11713	11167	5455	12870	3888	21141
"LPCAT2"	0	0	1	115	93	103	86	531	4880	227
"LPCAT3"	869	271	355	2209	2158	2250	1350	2306	2287	1851
"LPCAT4"	1306	821	598	1676	1684	1679	817	776	2233	1625
"LPGAT1"	1728	1989	1711	457	377	459	377	1427	2842	589
"LPHN1"	83	69	30	9248	10050	9319	3908	5526	696	9702
"LPHN2"	3	2	2	7567	6087	6621	5749	284	2509	270
"LPHN3"	2	5	0	503	439	521	383	0	10	0
"LPIN1"	2187	1269	1022	398	494	501	280	1230	6210	1276
"LPIN2"	2671	1422	1193	1099	990	946	648	1678	1059	1572
"LPIN3"	15	20	6	285	323	301	114	1826	1394	2988
"LPL"	0	0	0	330	233	244	242	0	6	0
"LPO"	4	0	0	6	9	18	6	3	0	2
"LPP"	96	70	62	2828	2026	2294	2224	3606	5022	2006
"LPP-AS2"	1	0	1	15	18	16	12	182	72	184
"LPPR1"	0	0	0	57	63	44	57	9	1	2
"LPPR2"	212	93	76	536	569	571	228	1896	975	4340
"LPPR3"	11	6	3	2254	3119	2815	698	107	0	205
"LPPR4"	1	0	2	91	88	86	56	3	0	8
"LPPR5"	0	0	0	107	123	104	108	178	8	87
"LPXN"	8652	3813	3731	38	53	37	36	97	2326	87
"LRAT"	1	0	0	780	852	890	700	22	2777	10
"LRBA"	7498	2980	2974	6726	5300	5855	4395	3744	7697	3109
"LRCH1"	3687	2664	1883	469	420	469	325	2822	1585	1934
"LRCH2"	2	1	1	184	166	183	175	0	0	0
"LRCH3"	1109	476	479	912	775	830	518	933	690	926
"LRCH4"	2021	786	377	1558	1670	1509	568	2114	912	3779
"LRFN1"	89	51	12	300	432	365	109	234	66	486
"LRFN2"	0	0	0	69	120	105	36	27	0	28
"LRFN3"	114	20	9	513	617	574	190	498	662	1084
"LRFN4"	1041	221	66	1799	1903	1732	579	1384	1159	3353
"LRFN5"	0	0	0	104	47	62	67	33	0	50
"LRG1"	274	21	101	14	38	34	7	18	1	27
"LRGUK"	8	8	8	69	67	85	71	10	4	6
"LRIF1"	554	674	558	287	354	340	266	1093	1173	327
"LRIG1"	986	484	393	8868	10079	10009	4699	1252	1159	2356
"LRIG2"	251	255	202	1023	976	1081	622	424	375	471
"LRIG3"	269	100	138	506	410	441	243	1139	2380	854
"LRIT1"	1	1	0	0	0	2	0	1	0	0
"LRIT2"	1	0	0	6	7	4	4	1	2	0
"LRIT3"	6	5	5	21	10	9	12	2	4	0
"LRMP"	4397	1633	2931	5	1	1	0	0	0	0
"LRP1"	130	47	32	21903	21638	21970	8948	1138	7339	1709
"LRP10"	3652	1114	719	1002	997	961	466	10262	10912	18628
"LRP11"	6	6	7	631	691	714	424	3497	3694	2407
"LRP12"	67	86	40	440	449	472	335	639	1989	448
"LRP1B"	1	1	2	15	13	7	18	286	6	281
"LRP2"	8	1	3	444	273	316	256	34	0	55
"LRP2BP"	259	324	404	66	47	52	43	8	34	3
"LRP3"	2	7	0	1785	2133	1947	564	2729	330	6082
"LRP4"	338	28	140	1513	1394	1382	706	997	994	776
"LRP5"	1133	419	198	3368	3306	3069	1324	5182	4195	11929
"LRP5L"	327	262	174	461	447	479	222	131	94	338
"LRP6"	247	741	145	3538	2634	2997	2582	1716	1916	1308
"LRP8"	2826	728	1072	3536	3218	3343	1929	1444	3705	2510
"LRPAP1"	2119	747	489	2699	3610	3134	1409	5892	7296	9637
"LRPPRC"	15442	5954	7594	10591	8697	8529	7589	16593	9417	9793
"LRR1"	886	388	457	674	700	596	392	1591	997	1172
"LRRC1"	14	19	6	531	599	568	403	1944	1280	1734
"LRRC10"	0	2	0	0	0	0	0	0	0	0
"LRRC10B"	0	0	0	20	30	25	8	120	2	297
"LRRC14"	1567	565	437	1130	1156	1171	460	1657	839	3647
"LRRC14B"	4	3	0	0	2	0	1	0	0	1
"LRRC15"	0	0	1	19	18	22	5	11	0	26
"LRRC16A"	364	25	262	2767	2269	2368	1991	2045	2855	1507
"LRRC16B"	130	14	36	637	600	577	306	97	1	181
"LRRC17"	5	1	2	99	74	57	72	12	1	5
"LRRC18"	7	9	23	0	0	0	0	0	0	0
"LRRC19"	0	8	12	1	1	4	3	0	6	1
"LRRC2"	0	0	4	288	268	290	205	1	5	3
"LRRC20"	1441	382	580	1192	1496	1411	559	917	626	1414
"LRRC23"	351	160	176	56	92	66	54	182	118	188
"LRRC24"	0	0	0	0	0	0	0	2	0	5
"LRRC25"	99	150	45	12	11	7	2	6	0	0
"LRRC26"	44	1	1	18	26	29	3	207	1	474
"LRRC27"	193	117	114	81	104	105	62	255	98	247
"LRRC28"	518	189	221	306	316	335	185	549	449	472
"LRRC29"	66	37	18	8	17	10	4	28	103	38
"LRRC3"	28	28	8	138	121	153	74	130	213	196
"LRRC30"	0	0	0	0	0	0	0	0	0	0
"LRRC31"	2	4	1	0	0	0	0	2	0	0
"LRRC32"	462	363	140	79	84	97	32	10	0	14
"LRRC33"	1618	616	386	255	408	383	105	8	43	5
"LRRC34"	58	143	22	68	73	81	67	7	17	0
"LRRC36"	2	32	1	2	4	3	1	0	0	0
"LRRC37A"	51	30	55	68	39	36	27	12	22	11
"LRRC37A2"	187	170	137	336	279	259	192	65	102	51
"LRRC37A3"	118	83	93	82	94	82	41	440	42	362
"LRRC37A4"	824	328	467	892	739	726	437	288	326	190
"LRRC37B"	316	199	181	351	355	342	203	138	147	126
"LRRC37BP1"	481	376	317	594	712	705	494	336	944	251
"LRRC38"	0	0	0	14	17	14	3	0	0	0
"LRRC39"	12	8	11	7	8	5	7	9	5	1
"LRRC3B"	0	0	0	32	29	35	20	0	0	0
"LRRC3C"	0	1	0	0	0	0	0	0	0	0
"LRRC4"	18	28	26	631	871	853	386	134	14	133
"LRRC40"	1026	665	830	832	763	669	710	806	1360	222
"LRRC41"	3903	1251	1666	1860	1833	1795	807	2712	4188	3508
"LRRC42"	1190	480	570	1682	1583	1502	1200	1200	2840	953
"LRRC43"	1	2	0	6	16	20	3	1	2	0
"LRRC45"	1121	222	201	1051	1108	1020	384	1474	710	2998
"LRRC46"	33	8	8	12	5	17	10	115	22	108
"LRRC47"	1721	778	583	3455	3327	3299	1520	2539	2596	2910
"LRRC48"	22	8	8	20	10	25	9	51	23	60
"LRRC49"	110	73	70	309	303	278	253	150	391	57
"LRRC4B"	14	10	8	886	1118	1185	325	39	5	76
"LRRC4C"	2	0	4	16	15	19	15	7	0	0
"LRRC52"	0	0	0	0	1	2	0	1	0	5
"LRRC55"	0	1	0	134	111	116	72	0	0	0
"LRRC56"	70	38	15	100	114	110	35	224	60	344
"LRRC57"	439	359	316	291	240	299	191	267	930	242
"LRRC58"	1626	1245	1786	695	640	748	699	3996	3844	1574
"LRRC59"	4646	1416	1372	6227	6098	5614	3170	13467	18876	19840
"LRRC6"	0	0	0	33	46	46	50	72	22	22
"LRRC61"	695	341	162	953	907	921	299	716	41	1771
"LRRC66"	6	1	1	5	6	6	2	1	20	0
"LRRC69"	6	10	6	13	17	17	20	8	6	2
"LRRC7"	0	0	0	1	1	5	2	3	1	0
"LRRC70"	32	20	23	3	4	10	3	14	8	3
"LRRC71"	0	0	0	5	7	3	4	0	0	0
"LRRC72"	0	0	0	0	0	0	0	0	0	0
"LRRC8A"	986	262	192	7859	7699	7323	3335	5938	17672	8549
"LRRC8B"	192	185	192	1052	789	998	847	833	107	436
"LRRC8C"	213	143	116	157	113	112	118	217	2653	144
"LRRC8D"	701	286	395	1923	1817	1911	1284	1438	2174	945
"LRRC8E"	18	13	7	187	215	217	109	617	637	1087
"LRRCC1"	522	132	375	299	316	323	315	878	625	233
"LRRD1"	0	1	0	0	0	0	0	3	0	0
"LRRFIP1"	6262	2853	4007	2440	2097	2066	1734	6217	12308	4484
"LRRFIP2"	1333	617	710	663	618	590	522	1343	4338	934
"LRRIQ1"	7	1	8	15	23	20	25	5	49	1
"LRRIQ3"	21	28	12	0	8	3	2	15	60	8
"LRRIQ4"	8	13	4	1	6	2	0	12	0	9
"LRRK1"	2982	1327	1063	172	153	192	88	426	1323	415
"LRRK2"	119	32	70	4	6	14	5	19	123	9
"LRRN1"	1	1	2	10467	8712	9410	7417	4	7	2
"LRRN2"	15	6	12	136	122	107	63	286	3	487
"LRRN3"	4	2	7	43	17	19	22	4	3	1
"LRRN4"	1	2	1	19	11	12	5	0	27	1
"LRRN4CL"	0	0	1	4	5	3	6	12	2	8
"LRRTM1"	1	0	0	44	61	67	29	0	0	0
"LRRTM2"	6	11	27	2	2	0	2	1	67	2
"LRRTM3"	0	0	0	58	33	55	31	25	0	22
"LRRTM4"	0	0	0	164	147	156	136	1	0	0
"LRSAM1"	1390	528	346	1049	1011	1012	486	2066	1023	3468
"LRTM1"	0	0	0	0	1	0	1	0	0	0
"LRTM2"	0	0	0	5	4	0	1	18	0	32
"LRTOMT"	292	118	186	171	179	193	109	541	239	590
"LRWD1"	1113	250	133	1133	1143	1093	409	1699	1314	3508
"LSAMP"	188	147	104	235	231	272	199	0	1	1
"LSAMP-AS3"	0	0	0	0	0	0	0	0	0	0
"LSG1"	1656	747	680	2420	2169	2166	1582	4425	2362	4479
"LSM1"	966	598	518	746	764	671	486	1196	1416	860
"LSM10"	945	438	353	1134	1396	1127	501	1054	1188	1759
"LSM11"	122	115	69	176	149	182	107	353	237	327
"LSM12"	2918	1971	1925	3126	3522	3278	2200	3863	4122	2424
